,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,BI_F-WL0748_2025_IV_W4-3_FB_1033_ER_IMG_1x1_Opti_HE-1019_BC-2554_CTA-880_C-RMR_S-EASTER_V01 || A129 || B133 || C128,Broad || WL 60% - BB2884 || 1C || 2025.04.17,SHARE,"$6,519","290,258",2025-04-17,2025-06-07,51
2,BI_2025_AL_W5-4_FB_1143_MB_IMG_1x1_Opti_911_HIHE-343_HIBC-281_blog_biomaglp1comparison_V10 A134 || B141 || C143 || 2025.06.03,WL_US_HEALTHINSIDER_BROAD_1C_2025.06.03,SHARE,"$5,589","249,306",2025-06-04,2025-06-09,5
3,BI_F-WL_2025_IV_W5-2_FB_1096_VK_IMG_1x1_Opti_1051_HE-402_BC-2708_C-rmr_S-memorial_V01 A132 || B138 || C135 || 2025.06.03 - Copy,WL_US_BIOMA_ASC_1C_2025.06.03,SHARE,"$4,749","176,920",2025-06-03,2025-06-08,5
4,Instagram - 96 - Feeling stressed or overwhelmed?,Marathon_Broad_Tactic3_FacebookPageLikes_BestBrandRoasAds_2025.03.19,SHARE,"$4,381","823,338",2025-05-26,2025-06-09,14
5,BI_F-WL_2024_JG_W10-4_FB_636_VK_VID_VL-25s_9x16_Opti_HE-34_BC-863_M-AM_C-AllStars_S-1_T-8_V08 || A65 || B89 || C1 || 2025.05.20,TOPPUSH_WL_US_BIOMA_BestClicksOnly_1C_2025.05.20,VIDEO,"$4,300","116,878",2025-05-21,2025-06-05,15
6,BI_2025_JG_W3-2_F-WL_FB_956_MS_VID_VL-25s_9x16_Opti_893_HE-269_BC-1935_CTA-4_M-JEN_S-20_V01 || A31 || B119 || C1 || 2025.05.20,TOPPUSH_WL_US_BIOMA_BestClicksOnly_1C_2025.05.20,VIDEO,"$4,110","131,565",2025-05-21,2025-06-05,15
7,BI_F-WL1555_2025_AL_W3-1_FB_934_MS_VID_VL-25s_9x16_New_HE-2452_BC-2007_CTA-1248_M-MIX_White_C-MoerieAds_S-3_V01 || A31 || B119 || C1 || 2025.03.25,TOP_WL_US_BIOMA_VideosOnly_ASC_1C_2025.05.19,VIDEO,"$3,771","110,066",2025-05-20,2025-06-09,20
8,BI_F-WL1584_2025_FB_IKZ_W5-2_1109_MS_VID_VL-15s_9x16_Opti_937_HE-3009_BC-2028_CTA-1259_P-GLP1_M-TRACE_C-dosdonts_V01 || A38 || B120 || C1 || 2025.06.03,LOW_WL_US_BIOMA_ASC_1C_2025.02.12,VIDEO,"$3,688","107,891",2025-06-03,2025-06-09,6
9,BI_F-WL_2025_IV_W5-2_FB_1096_VK_IMG_1x1_Opti_1051_HE-402_BC-2708_C-rmr_S-memorial_V01 A132 || B138 || C135 || 2025.05.31,LOW_WL_US_BIOMA_ASC_0%CAP_1C_2025.05.07,SHARE,"$3,342","169,421",2025-06-01,2025-06-07,6
10,BI_2025_IV_W4-3_FB_1029_MB_IMG_9x16_Opti_901_HIHE-307_HIBC-251_blog_cortisoldetox_cv_en_V09 || A108 || B111 || C101 || 2025.04.26,TOP_WL_US_HEALTHINSIDER_ASC_1C_2024.12.30,SHARE,"$3,297","126,311",2025-04-26,2025-06-08,43
11,BI_F-WL_2024_JG_W10-4_FB_636_VK_VID_VL-25s_9x16_Opti_HE-34_BC-863_M-AM_C-AllStars_S-1_T-8_V08 || A65 || B89 || C1 || 2025.06.03,LOW_WL_US_BIOMA_ASC_0%CAP_1C_2025.05.07,VIDEO,"$2,659","60,274",2025-06-03,2025-06-08,5
