,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,BBX_276_25W21_AK_FB_VID_9x16_ITR_UGC_blake_Itr-3 - Copy,25-64 || ALL || MAIN || 7.04,VIDEO,"$9,083","266,730",2025-05-30,2025-06-25,26
2,BBX_276_25W21_AK_FB_VID_9x16_ITR_UGC_blake_Itr-3 - Copy,M25-64 || ALL || M-MAIN || 1.04,VIDEO,"$7,381","238,834",2025-05-30,2025-06-25,26
3,BBX_CHUB-AA_FB_178_F-IMG_R-1x1_EN_25WK10_P-box_I-Freeze-sale_Itr-3 - Copy,25-64 || ALL || MAIN || 7.04,SHARE,"$6,710","169,792",2025-04-07,2025-06-25,79
4,BBX_276_25W21_AK_FB_VID_9x16_ITR_UGC_blake_Itr-3 - Copy 2,W25-64 || ALL || W-MAIN 14.04,VIDEO,"$6,417","110,921",2025-06-18,2025-06-25,7
5,BBX_287_25W22_AK_FB_VID_9x16_NEW_UGC_hack_Itr-1,M25-64 || ALL || M-MAIN || 1.04,VIDEO,"$2,785","73,371",2025-06-03,2025-06-25,22
6,BBX_179_25W10_AK_FB_IMG_1x1_NEW_UGC_fbpost_Itr-2 - Copy,25-64 || ALL || MAIN || 7.04,SHARE,"$2,379","63,088",2025-04-07,2025-06-24,78
7,BBX_293_25W23_AK_FB_VID_9x16_NEW_UGC_blake_Itr-3,CC140 || BEST ADS || 7dc || 24.01.25,VIDEO,"$2,185","37,175",2025-06-14,2025-06-25,11
8,059_BB_TV_IMG_1x1_Iteration-of_OGsachets_Disappear | 381096238183296,W25-64 || ALL || W-MAIN 14.04,SHARE,"$1,652","35,284",2025-06-05,2025-06-25,20
9,BBX_263_25W20_AK_FB_IMG_1x1_NEW_Product_lookingfor_Itr-3 - Copy,25-64 || ALL || MAIN || 7.04,SHARE,"$1,224","26,653",2025-05-30,2025-06-25,26
10,059_BB_TV_IMG_1x1_Iteration-of_050_Copy | 395261006766819 - Copy,CC140 || BEST ADS || 7dc || 24.01.25,SHARE,"$1,168","22,552",2025-01-24,2025-06-25,152
11,BBX_276_25W21_AK_FB_VID_9x16_ITR_UGC_blake_Itr-3,CTEST 22.05 | W21 | B | BBX_276_25W21_AK_FB_VID_9x16_ITR_UGC_blake_Itr-1,VIDEO,"$1,129","37,250",2025-05-22,2025-06-25,34
12,BBX_263_25W20_AK_FB_IMG_1x1_NEW_Product_lookingfor_Itr-3,CTEST 14.05 | W20 | B | BBX_263_25W20_AK_FB_IMG_1x1_NEW_Product_lookingfor_Itr-1,SHARE,"$1,126","25,750",2025-05-14,2025-06-25,42
13,BBX_287_25W22_AK_FB_VID_9x16_NEW_UGC_hack_Itr-1,CTEST 30.05 | W22 | B | BBX_287_25W22_AK_FB_VID_9x16_NEW_UGC_hack_Itr-1,VIDEO,"$1,126","30,106",2025-05-30,2025-06-25,26
14,BBX_CHUB-AA_FB_289_F-IMG_R-1x1_EN_25WK23_P-box_I-LosePounds_Itr-1,CTEST 05.06 | W22 | B | BBX_CHUB-AA_FB_289_F-IMG_R-1x1_EN_25WK23_P-box_I-LosePounds_Itr,SHARE,"$1,125","26,079",2025-06-05,2025-06-25,20
15,BBX_241_25W17_AK_FB_VID_9x16_NEW_UGC_andy_Itr-3_new,CTEST 03.06 | W23 | B | BBX_241_25W17_AK_FB_VID_9x16_NEW_UGC_andy_Itr-3_new,VIDEO,"$1,125","31,509",2025-06-03,2025-06-25,22
16,BBX_CHUB-AA_FB_267_F-IMG_R-1x1_EN_25WK20_P-sachets_I-Summersale-Looking4people_Itr-1,CTEST 15.05 | W20 | B | BBX_CHUB-AA_FB_267_F-IMG_R-1x1_EN_25WK20_P-sachets_I-Summersale-Looking4people_Itr-1,SHARE,"$1,119","21,282",2025-05-15,2025-06-25,41
17,BBX_293_25W23_AK_FB_VID_9x16_NEW_UGC_blake_Itr-3,CTEST 07.06 | W23 | B | BBX_293_25W23_AK_FB_VID_9x16_NEW_UGC_blake_Itr-1,VIDEO,"$1,119","30,648",2025-06-07,2025-06-25,18
18,BBX_296_25W23_AK_FB_IMG_1x1_NEW_Product_flagday_Itr-2,CTEST 11.06 | W24 | B | BBX_296_25W23_AK_FB_IMG_1x1_NEW_Product_flagday_Itr,SHARE,"$1,085","23,310",2025-06-11,2025-06-25,14
19,BBX_295_25W23_AK_FB_IMG_1x1_NEW_Product_father_sday_Itr-2,CTEST 14.06 | W24 | B | BBX_295_25W23_AK_FB_IMG_1x1_NEW_Product_father_sday_Itr,SHARE,"$1,013","19,920",2025-06-14,2025-06-25,11
20,059_BB_TV_IMG_1x1_Iteration-of_OGsachets_Disappear | 381096238183296 - Copy 2,M25-64 || ALL || M-MAIN || 1.04,SHARE,$974,"28,701",2025-04-01,2025-06-25,85
21,BBX_CHUB-AA_FB_267_F-IMG_R-1x1_EN_25WK20_P-sachets_I-Summersale-Looking4people_Itr-1,W25-64 || ALL || W-MAIN 14.04,SHARE,$972,"16,973",2025-06-05,2025-06-18,13
22,BBX_291_25W23_AK_FB_IMG_1x1_NEW_Product_goodbye_Itr-2,CTEST 10.06 | W24 | B | BBX_291_25W23_AK_FB_IMG_1x1_NEW_Product_goodbye_Itr-1,SHARE,$966,"26,707",2025-06-10,2025-06-25,15
23,BB_2024_Apr_W18-_069_TV_B2_FB_AI_1x1_New_With_Boxes-82 | 406860868940166 - Copy,CC140 || BEST ADS || 7dc || 24.01.25,SHARE,$831,"16,770",2025-01-24,2025-06-25,152
24,BBX_CHUB-AA_FB_267_F-IMG_R-1x1_EN_25WK20_P-sachets_I-Summersale-Looking4people_Itr-1,CC140 || BEST ADS || 7dc || MIX W8/9 || 18.03.25,SHARE,$821,"14,399",2025-06-03,2025-06-25,22
25,BBX_242_25W17_AK_FB_VID_9x16_ITR_UGC_outofstock_Itr-1,CTEST 4.25 | W17 | B | BBX_242_25W17_AK_FB_VID_9x16_ITR_UGC_outofstock_Itr-1,VIDEO,$820,"15,631",2025-04-25,2025-06-25,61
26,BBX_258_25W19_AK_FB_VID_9x16_NEW_UGC_Andy_Itr-2,CTEST 8.05 | W19 | B | BBX_258_25W19_AK_FB_VID_9x16_NEW_UGC_Andy_Itr-1,VIDEO,$701,"14,493",2025-05-08,2025-06-20,43
27,BBX_241_25W17_AK_FB_VID_9x16_NEW_UGC_andy_Itr-1,CTEST 4.25 | W17 | B | BBX_241_25W17_AK_FB_VID_9x16_NEW_UGC_andy_Itr-1,VIDEO,$699,"15,124",2025-04-25,2025-06-20,56
28,BBX_292_25W23_AK_FB_VID_9x16_NEW_UGC_3day_Itr-3,CTEST 07.06 | W23 | B | BBX_292_25W23_AK_FB_VID_9x16_NEW_UGC_3day_Itr-1,VIDEO,$698,"10,923",2025-06-07,2025-06-20,13
29,BBX_CHUB-KZ_FB_288_F-IMG_R-1x1_EN_25WK23_P-sachets_I-Summersale-Looking4peopleOpti_Itr-2,CTEST 05.06 | W22 | B | BBX_CHUB-KZ_FB_288_F-IMG_R-1x1_EN_25WK23_P-sachets_I-Summersale-Looking4peopleOpti_Itr,SHARE,$693,"14,158",2025-06-05,2025-06-20,15
30,BBX_305_25W25_AK_FB_VID_9x16_NEW_UGC_reason_Itr-2,CTEST 19.06 | W25 | B | BBX_305_25W25_AK_FB_VID_9x16_NEW_UGC_reason_Itr-1,VIDEO,$533,"13,165",2025-06-19,2025-06-23,4
31,BBX_212_25W15_AK_FB_IMG_1x1_ITR_UGC_freezesale_Itr-1 - Copy,W25-64 || ALL || NEW || 30.04,SHARE,$519,"7,858",2025-04-30,2025-06-18,49
32,BBX_309_25W25_CHUB-KZ_FB_IMG_1x1_OPTI_silversurfer_Itr-3,CTEST 19.06 | W25 | B | BBX_309_25W25_CHUB-KZ_FB_IMG_1x1_OPTI_silversurfer_Itr-1,SHARE,$517,"12,680",2025-06-19,2025-06-25,6
33,BBX_304_25W25_AK_FB_VID_9x16_ITR_UGC_blake_Itr-3,CTEST 19.06 | W25 | B | BBX_304_25W25_AK_FB_VID_9x16_ITR_UGC_blake_Itr-1,VIDEO,$475,"9,292",2025-06-19,2025-06-25,6
34,BBX_306_25W25_AK_FB_VID_9x16_NEW_UGC_signs_Itr-2,CTEST 19.06 | W25 | B | BBX_306_25W25_AK_FB_VID_9x16_NEW_UGC_signs_Itr-1,VIDEO,$465,"8,575",2025-06-19,2025-06-25,6
35,BBX_CHUB-AA_FB_289_F-IMG_R-1x1_EN_25WK23_P-box_I-LosePounds_Itr-1,W25-64 || ALL || NEW || 30.04,SHARE,$447,"7,650",2025-06-14,2025-06-25,11
36,BBX_308_25W25_AK_FB_IMG_1x1_ITR_Product_flagday_Itr-2,CTEST 19.06 | W25 | B | BBX_308_25W25_AK_FB_IMG_1x1_ITR_Product_flagday_Itr-1,SHARE,$431,"9,790",2025-06-19,2025-06-25,6
37,BBX_307_25W25_AK_FB_IMG_1x1_NEW_UGC_goodbye_Itr-1,CTEST 19.06 | W25 | B | BBX_307_25W25_AK_FB_IMG_1x1_NEW_UGC_goodbye_Itr-1,SHARE,$396,"9,263",2025-06-19,2025-06-24,5
38,BBX_297_25W23_AK_FB_IMG_1x1_NEW_Other_dadbod_Itr-1,CTEST 14.06 | W24 | B | BBX_297_25W23_AK_FB_IMG_1x1_NEW_Other_dadbod_Itr,SHARE,$376,"8,559",2025-06-14,2025-06-20,6
39,BBX_CHUB-AA_FB_298_F-IMG_R-1x1_EN_25WK24_P-box_I-SayGoodbye_Itr-1,CTEST 14.06 | W24 | B | BBX_CHUB-AA_FB_298_F-IMG_R-1x1_EN_25WK24_P-box_I-SayGoodbye_Itr,SHARE,$369,"8,875",2025-06-15,2025-06-19,4
40,BBX_297_25W23_AK_FB_IMG_1x1_NEW_Other_dadbod_Itr-3,CTEST 14.06 | W24 | B | BBX_297_25W23_AK_FB_IMG_1x1_NEW_Other_dadbod_Itr,SHARE,$317,"7,763",2025-06-14,2025-06-18,4
41,BBX_242_25W17_AK_FB_VID_9x16_ITR_UGC_outofstock_Itr-2,CTEST 4.25 | W17 | B | BBX_242_25W17_AK_FB_VID_9x16_ITR_UGC_outofstock_Itr-1,VIDEO,$310,"8,847",2025-04-25,2025-06-25,61
42,BBX_180_25W11_AK_FB_IMG_1x1_NEW_UGC_body_Itr-1 - Copy,CC140 || BEST ADS || 7dc || MIX W10-12 || 16.04.25,SHARE,$302,"4,964",2025-04-17,2025-06-25,69
43,BBX_CHUB-AA_FB_289_F-IMG_R-1x1_EN_25WK23_P-box_I-LosePounds_Itr-1,W25-64 || ALL || W-MAIN 14.04,SHARE,$289,"5,139",2025-06-14,2025-06-25,11
44,BBX_310_25W25_CHUB-KZ_FB_IMG_1x1_NEW_MenTalking_Itr-2,CTEST 19.06 | W25 | B | BBX_310_25W25_CHUB-KZ_FB_IMG_1x1_NEW_MenTalking_Itr-1,SHARE,$288,"5,943",2025-06-19,2025-06-24,5
45,BBX_CHUB-AA_FB_299_F-IMG_R-1x1_EN_25WK24_P-box_I-TryThis_Itr-3,CTEST 14.06 | W24 | B | BBX_CHUB-AA_FB_299_F-IMG_R-1x1_EN_25WK24_P-box_I-TryThis_Itr,SHARE,$278,"5,307",2025-06-15,2025-06-19,4
46,BBX_180_25W11_AK_FB_IMG_1x1_NEW_UGC_body_Itr-3 - Copy,CC140 || BEST ADS || 7dc || MIX W10-12 || 16.04.25,SHARE,$262,"4,359",2025-04-17,2025-06-20,64
47,BBX_258_25W19_AK_FB_VID_9x16_NEW_UGC_Andy_Itr-2 - Copy,25-64 || ALL || MAIN || 7.04,VIDEO,$229,"3,984",2025-05-30,2025-06-25,26
48,BBX_154_25W8_AK_FB_IMG_1x1_ITR_UGC_blackpost_Itr-1 - Copy,CC140 || BEST ADS || 7dc || MIX W8/9 || 18.03.25,SHARE,$221,"5,226",2025-03-18,2025-06-25,99
49,BBX_CHUB-AA_FB_289_F-IMG_R-1x1_EN_25WK23_P-box_I-LosePounds_Itr-1,CC140 || BEST ADS || 7dc || MIX W10-12 || 16.04.25,SHARE,$212,"3,964",2025-06-14,2025-06-25,11
50,BBX_CHUB-AA_FB_298_F-IMG_R-1x1_EN_25WK24_P-box_I-SayGoodbye_Itr-3,CTEST 14.06 | W24 | B | BBX_CHUB-AA_FB_298_F-IMG_R-1x1_EN_25WK24_P-box_I-SayGoodbye_Itr,SHARE,$187,"3,117",2025-06-15,2025-06-20,5
51,BBX_310_25W25_CHUB-KZ_FB_IMG_1x1_NEW_MenTalking_Itr-3,CTEST 19.06 | W25 | B | BBX_310_25W25_CHUB-KZ_FB_IMG_1x1_NEW_MenTalking_Itr-1,SHARE,$162,"2,775",2025-06-19,2025-06-24,5
52,BBX_CHUB-AA_FB_299_F-IMG_R-1x1_EN_25WK24_P-box_I-TryThis_Itr-1,CTEST 14.06 | W24 | B | BBX_CHUB-AA_FB_299_F-IMG_R-1x1_EN_25WK24_P-box_I-TryThis_Itr,SHARE,$162,"2,837",2025-06-15,2025-06-18,3
53,BBX_CHUB-AS_FB_196_F-IMG_R-1x1_EN_25WK10_P-box_I-Freeze-sale_ITR-V2_Itr-2 - Copy,W25-64 || ALL || NEW || 30.04,SHARE,$160,"2,406",2025-04-30,2025-06-25,56
