,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,TOP4 || CBO || 1 AS  || CC50 || nocarbschallenge || 1c1v || WK05/08 || 03.04 Ad set,VIDEO,"$7,054","213,594",2025-03-10,2025-03-31,21
2,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,WW | Last 7 days | 03.15,VIDEO,"$6,830","459,867",2025-03-24,2025-03-31,7
3,KC_MM_FB_2936_F-IMG_R-1x1_EN_25WK01_ACE7792_I-Challenge_A-NoCarbs_Itr-3 | It Only Takes | Day 1 – Copy 4,Interest | 25+ | TOP3 | ALL | 02.14,SHARE,"$6,404","262,203",2025-02-14,2025-03-30,44
4,KC_BR_FB_3126_F-IMG_R-1x1_EN_25WK08_ACE8534_I-blog_carbdetox_HG_en_A-NoCarbs_Itr-1 | try it right now | Day 1 | FU: 293 | FB: Health,TOP4 || CBO || 1 AS  || CC50 || nocarbschallenge || 1c1v || WK05/08 || 03.04 Ad set,SHARE,"$4,364","81,972",2025-03-10,2025-03-31,21
5,KC_BR_FB_3126_F-IMG_R-1x1_EN_25WK08_ACE8534_I-blog_carbdetox_HG_en_A-NoCarbs_Itr-1 | try it right now | Day 1 | FU: 293 | FB: Health,WW | W08 | 25+ | 02.27 | 2batch,SHARE,"$3,919","49,871",2025-03-19,2025-03-31,12
6,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,TOP4 || CBO || 1 AS  || CC50 || nocarbschallenge || 1c1v || WK05/08 || 03.04 Ad set,VIDEO,"$3,671","123,211",2025-03-06,2025-03-31,25
7,KC_BR_FB_3117_F-IMG_R-1x1_EN_25WK08_ACE8521_I-Challenge_A-Carnivore_Itr-1 | It Only Takes | Day 1 | FU: 311 | FB: Carnivore,WW | W08 | 25+ | 02.27 | 3 batch,SHARE,"$3,582","122,860",2025-03-19,2025-03-31,12
8,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3.mp4,CPA | iOS | US | AEM | ABO | 2025-01-26,VIDEO,"$3,469","249,619",2025-03-05,2025-03-31,26
9,KC_MM_FB_2936_F-IMG_R-1x1_EN_25WK01_ACE7792_I-Challenge_A-NoCarbs_Itr-3 | It Only Takes | Day 1 – Copy 7,Interest | 25+ | TOP3 | ALL | 03.23,SHARE,"$3,380","174,951",2025-03-23,2025-03-31,8
10,KC_BR_FB_3126_F-IMG_R-1x1_EN_25WK08_ACE8534_I-blog_carbdetox_HG_en_A-NoCarbs_Itr-1 | try it right now | Day 1 | FU: 293 | FB: Health,WW | W08 | 25+ | 02.27 | 2batch,SHARE,"$3,328","41,044",2025-03-08,2025-03-31,23
11,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,WW | W08 | 25+ | 02.27 | 2batch,VIDEO,"$3,041","60,545",2025-03-19,2025-03-29,10
12,KC_BR_FB_3126_F-IMG_R-1x1_EN_25WK08_ACE8534_I-blog_carbdetox_HG_en_A-NoCarbs_Itr-2 | try it right now | Day 1 | FU: 293 | FB: Health,Broad | 25+ | TOP3 | ALL | 03.23,SHARE,"$2,886","67,496",2025-03-23,2025-03-31,8
13,KC_MM_FB_2936_F-IMG_R-1x1_EN_25WK01_ACE7792_I-Challenge_A-NoCarbs_Itr-3 | It Only Takes | Day 1 – Copy 3,TOP4 | WK02  | 25+ | 01.15,SHARE,"$2,857","152,627",2025-01-15,2025-03-29,73
14,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,WW | W08 | 25+ | 02.27 | 2batch,VIDEO,"$2,275","50,181",2025-02-27,2025-03-31,32
15,KC_BR_FB_3122_F-VID_R-9x16_EN_25WK08_ACE8530_I-TikTok_A-NoCarbs_Itr-3 | Shed pounds easily | Day 1 | FU: 293 | FB: No Carbs,TOP4 || CBO || 1 AS  || CC50 || nocarbschallenge || 1c1v || WK05/08 || 03.04 Ad set,,"$2,267","71,019",2025-03-27,2025-03-31,4
