,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,CH_LA_FB_1230_IMG_EN_C-dash_H-1168_T-924_W23_V2.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$951,"32,302",2025-06-19,2025-06-23,4
2,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Cardi Klaviyo Leads LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$775,"24,843",2025-06-20,2025-06-25,5
3,CH_MPS_FB_1195_VID_EN_C-seniors_H-1083_T-923_Itr_W14_V1.mp4 | 28-Day Plan | Engineered | LP: cardi.health/home | FB: Cardi,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$740,"16,501",2025-06-19,2025-06-23,4
4,CH_LA_FB_1064_F-IMG_L-EN_C-DrawnHeart_H-939_T-1_Itr_W30_V3 | Hypertension | Engineered,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$700,"39,227",2025-06-19,2025-06-23,4
5,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$630,"22,147",2025-06-20,2025-06-22,2
6,CH_LA_FB_1064_F-IMG_L-EN_C-DrawnHeart_H-939_T-1_Itr_W30_V3 | Hypertension | Engineered,Broad | 18+ | All | US | Facebook Pixel | 1DC1DV,SHARE,$629,"36,561",2025-06-17,2025-06-19,2
7,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered - Copy,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$486,"17,403",2025-06-13,2025-06-18,5
8,CH_MPS_FB_1204_IMG_EN_C-Artery_H-1056_T-1_Itr_W16_V1.png | 28-Day Plan | Engineered - Copy,Broad | 18+ | Women | US | Facebook Pixel | 1DC1DV,SHARE,$464,"20,233",2025-06-17,2025-06-18,1
9,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$464,"15,281",2025-06-21,2025-06-23,2
10,CH_RK_FB_1200_IMG_EN_C-DashDiet_H-1083_T-926_W15_V5 | 28-Day Plan | Engineered - Copy,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$434,"11,492",2025-06-19,2025-06-23,4
11,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$362,"12,696",2025-06-20,2025-06-21,1
12,CH_LA_FB_1237_VID_EN_C-dash_H-1106_W24_V5.mp4 | Hypertension | If you’re,Broad | 18+ | Women | Top3 | Facebook Pixel | 1DC1DV,VIDEO,$359,"9,185",2025-06-20,2025-06-21,1
13,CH_MPS_FB_1204_IMG_EN_C-Artery_H-1056_T-1_Itr_W16_V1.png | 28-Day Plan | Engineered,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$337,"24,348",2025-06-16,2025-06-17,1
14,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered,Broad | 45+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$288,"6,394",2025-06-21,2025-06-23,2
15,CH_MPS_FB_905_AdT-Combo_I-woman_A-WL_SA-13_IMG_1x1_S-Ph_M-Fem_H-607_T-612_CTA-0_EN_X-Itr_V-1 | Engineered | Hypertension | LP: https://cardi.health/home/,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$276,"9,889",2025-06-19,2025-06-24,5
16,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1201_T-948_W25_V6.png | Hypertension | If you’re,Broad | 18+ | Women | Top3 | Facebook Pixel | 1DC1DV - Copy,SHARE,$275,"10,637",2025-06-22,2025-06-24,2
17,CH_GA_FB_1060_EN_IMG_1x1_AdT-Testi_H-607_T-612_W29_V1,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$266,"7,845",2025-06-19,2025-06-23,4
18,CH_LA_FB_1235_VID_EN_C-pre_H-1176_W24_V3.mp4 | Hypertension | If you’re,Cardi Klaviyo Leads LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,VIDEO,$258,"4,909",2025-06-20,2025-06-25,5
19,CH_LA_FB_1237_VID_EN_C-dash_H-1106_W24_V5.mp4 | Hypertension | If you’re,Cardi Klaviyo Leads LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$245,"5,613",2025-06-20,2025-06-25,5
20,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$241,"5,862",2025-06-21,2025-06-22,1
21,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Broad | 45+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$231,"7,637",2025-06-21,2025-06-23,2
22,CH_MPS_FB_905_AdT-Combo_I-woman_A-WL_SA-13_IMG_1x1_S-Ph_M-Fem_H-607_T-612_CTA-0_EN_X-Itr_V-1 | Engineered | Hypertension | LP: https://cardi.health/home/,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$230,"8,546",2025-06-17,2025-06-18,1
23,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$211,"6,939",2025-06-22,2025-06-23,1
24,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | Hypertension | If you’re,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | WK25 - Copy,SHARE,$205,"9,988",2025-06-19,2025-06-22,3
25,CH_MPS_FB_1159_IMG_EN_C-Artery_H-1056_T-615_W03_V1 | Hypertension | Engineered | LP: cardi.health/home,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$205,"9,319",2025-06-20,2025-06-21,1
26,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Broad | 18+ | Women | Top3 | Facebook Pixel | 1DC1DV,SHARE,$199,"7,711",2025-06-20,2025-06-21,1
27,CH_MPS_FB_1167_IMG_EN_C-DashDiet_H-1001_T-923_W05_V4 | Hypertension | Engineered | LP: cardi.health/home,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$191,"5,042",2025-06-19,2025-06-23,4
28,CH_MPS_FB_1217_IMG_EN_C-win_H-1083_T-926_Itr_W21_V3.png | Hypertension | If you’re,Broad | 18+ | Women | US | Facebook Pixel | 1DC1DV - Copy,SHARE,$184,"6,614",2025-06-17,2025-06-18,1
29,CH_MPS_FB_905_AdT-Combo_I-woman_A-WL_SA-13_IMG_1x1_S-Ph_M-Fem_H-607_T-612_CTA-0_EN_X-Itr_V-1 | Engineered | Hypertension | LP: https://cardi.health/home/,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$174,"7,358",2025-06-16,2025-06-16,0
30,CH_LA_FB_1228_VID_EN_C-dynCopyArt_H-1152_W23_V2.mp4 | Hypertension | If you’re,Broad | 18+ | All | US | Facebook Pixel | 1DC1DV - Copy,VIDEO,$169,"5,249",2025-06-16,2025-06-17,1
31,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$169,"5,383",2025-06-21,2025-06-23,2
32,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered,Broad | 18+ | All | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$168,"4,359",2025-06-21,2025-06-22,1
33,CH_LA_FB_1235_VID_EN_C-pre_H-1176_W24_V3.mp4 | Hypertension | If you’re - Copy,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$159,"4,712",2025-06-18,2025-06-19,1
34,CH_LA_FB_1235_VID_EN_C-pre_H-1176_W24_V3.mp4 | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,VIDEO,$157,"4,112",2025-06-19,2025-06-20,1
35,CH_LA_FB_1226_IMG_EN_C-feet_H-1160_T-1_W22_V1.png | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$152,"6,875",2025-06-19,2025-06-23,4
36,CH_AL_FB_1194_IMG_EN_C-MBads_H-991_T-932_W13_V4 | 28-Day Plan | Engineered | LP: cardi.health/home | FB: Cardi,Broad | 40+ | All | US | Facebook Pixel | 1DC1DV,SHARE,$151,"6,464",2025-06-17,2025-06-18,1
37,CH_MPS_FB_1204_IMG_EN_C-Artery_H-1056_T-1_Itr_W16_V1.png | 28-Day Plan | Engineered - Copy,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$151,"11,229",2025-06-13,2025-06-18,5
38,CH_LA_FB_1235_VID_EN_C-pre_H-1176_W24_V3.mp4 | Hypertension | If you’re,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,VIDEO,$145,"5,797",2025-06-16,2025-06-17,1
39,CH_MPS_FB_1209_IMG_EN_C-seniors_H-1106_T-926_Itr_W18_V4.png | 28-Day Plan | Engineered | FB: Cardi Health | CTA: Learn more,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV - Copy,SHARE,$134,"7,781",2025-06-17,2025-06-18,1
40,CH_LA_FB_1166_IMG_EN_C-MDAds_H-1063_T-1_W05_V6 | Hypertension | Engineered | LP: cardi.health/home,Purch LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$133,"2,966",2025-06-20,2025-06-21,1
41,CH_LA_FB_1237_VID_EN_C-dash_H-1106_W24_V5.mp4 | Hypertension | If you’re,Broad | 18+ | All | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$123,"3,370",2025-06-21,2025-06-22,1
42,CH_MPS_FB_1198_IMG_EN_C-Animation_H-1083_T-923_W15_V7 | 28-Day Plan | Engineered,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$122,"4,634",2025-06-19,2025-06-23,4
43,CH_LA_FB_1237_VID_EN_C-dash_H-1106_W24_V5.mp4 | Hypertension | If you’re,Broad | 45+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$119,"2,880",2025-06-21,2025-06-23,2
44,CH_AL_FB_1194_IMG_EN_C-MBads_H-991_T-932_W13_V4 | 28-Day Plan | Engineered | LP: cardi.health/home | FB: Cardi - Copy 2,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$118,"5,906",2025-06-16,2025-06-17,1
45,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1201_T-948_W25_V6.png | Hypertension | If you’re,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1201_T-948_W25_V6.png | WK25 - Copy 2,SHARE,$108,"5,531",2025-06-21,2025-06-23,2
46,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$108,"3,531",2025-06-16,2025-06-17,1
47,CH_MPS_FB_1209_IMG_EN_C-seniors_H-1106_T-926_Itr_W18_V4.png | 28-Day Plan | Engineered | FB: Cardi Health | CTA: Learn more,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV - Copy,SHARE,$106,"5,484",2025-06-16,2025-06-17,1
48,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1198_T-950_W25_V3.png | Hypertension | If you’re,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1198_T-950_W25_V3.png | WK25 - Copy 2,SHARE,$104,"5,082",2025-06-21,2025-06-24,3
49,CH_LA_FB_1237_IMG_EN_C-dash_H-1166_W24_V4.png | Hypertension | If you’re,Purch LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$104,"2,854",2025-06-20,2025-06-20,0
50,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1197_T-948_W25_V2.png | Hypertension | If you’re,CH_LA_FB_1240_IMG_EN_C-lymphFluids_H-1197_T-948_W25_V2.png | WK25 - Copy 2,SHARE,$102,"4,921",2025-06-21,2025-06-23,2
51,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | Hypertension | If you’re,Broad | 45+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$98,"3,231",2025-06-21,2025-06-23,2
52,CH_LA_FB_1223_IMG_EN_C-arteries_H-1152_T-937_T-938_T-939_W21_V4.png | Hypertension | If you’re,Broad | 18+ | Women | US | Facebook Pixel | 1DC1DV - Copy,SHARE,$98,"3,850",2025-06-17,2025-06-18,1
53,CH_MPS_FB_1159_IMG_EN_C-Artery_H-1056_T-615_W03_V1 | Hypertension | Engineered | LP: cardi.health/home,Broad | 18+ | All | Top 10 US states | Facebook Pixel | 1DC1DV,SHARE,$94,"4,252",2025-06-21,2025-06-22,1
54,CH_LA_FB_1197_IMG_EN_C-iterations_H-1083_T-926_Itr_W14_V1 | Lower BP | Your heart | LP: cardi.health/home | FB: Cardi - Copy,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$93,"3,581",2025-06-13,2025-06-18,5
55,CH_LA_FB_1223_IMG_EN_C-arteries_H-1152_T-937_T-938_T-939_W21_V4.png | Hypertension | If you’re,Broad | 18+ | Women | US | Facebook Pixel | 1DC1DV,SHARE,$93,"3,539",2025-06-18,2025-06-18,0
56,CH_MPS_FB_1209_IMG_EN_C-seniors_H-1106_T-926_Itr_W18_V4.png | 28-Day Plan | Engineered | FB: Cardi Health | CTA: Learn more,Broad | 18+ | All | US | Facebook Pixel | 1DC1DV - Copy,SHARE,$93,"3,313",2025-06-16,2025-06-17,1
57,CH_NB_FB_1182_IMG_EN_C-Seniors_H-1083_T-926_W09_V6 | Hypertension | Engineered - Copy 2,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$92,"2,523",2025-06-18,2025-06-18,0
58,CH_LA_FB_1064_F-IMG_L-EN_C-DrawnHeart_H-939_T-1_Itr_W30_V1 | Hypertension | Engineered - Copy,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$91,"4,546",2025-06-13,2025-06-17,4
59,CH_LA_FB_1237_IMG_EN_C-dash_H-1180_W24_V3.png | Hypertension | If you’re,Broad | 18+ | All | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$91,"3,484",2025-06-21,2025-06-21,0
60,CH_LA_FB_1166_IMG_EN_C-MDAds_H-1063_T-1_W05_V6 | Hypertension | Engineered | LP: cardi.health/home - Copy,Broad | 18+ | All | TOP3 | Facebook Pixel | 1DC1DV,SHARE,$90,"3,609",2025-06-13,2025-06-17,4
61,CH_LA_FB_1235_VID_EN_C-pre_H-1176_W24_V3.mp4 | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,VIDEO,$87,"1,669",2025-06-20,2025-06-20,0
62,CH_RK_FB_1207_IMG_EN_C-MD_H-939_T-1_W17_V3.png | 28-Day Plan | My sister told,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$86,"3,093",2025-06-19,2025-06-20,1
63,CH_LA_FB_1166_IMG_EN_C-MDAds_H-1063_T-1_W05_V6 | Hypertension | Engineered | LP: cardi.health/home,Cardi Klaviyo Leads LAL | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV - Copy,SHARE,$85,"2,094",2025-06-20,2025-06-25,5
64,CH_LA_FB_1237_VID_EN_C-dash_H-1106_W24_V5.mp4 | Hypertension | If you’re,Broad | 18+ | Women | Top 10 US states | Facebook Pixel | 1DC1DV,VIDEO,$85,"2,331",2025-06-20,2025-06-21,1
65,CH_LA_FB_1235_VID_EN_C-pre_H-1177_W24_V4.mp4 | Hypertension | If you’re,CH_LA_FB_1235_VID_EN_C-pre_H-1177_W24_V4.mp4 | WK24 - Copy,VIDEO,$83,"3,502",2025-06-15,2025-06-17,2
66,CH_MPS_FB_1204_IMG_EN_C-Artery_H-1056_T-1_Itr_W16_V1.png | 28-Day Plan | Engineered - Copy,Broad | 18+ | All | US | Facebook Pixel | 1DC1DV,SHARE,$83,"5,063",2025-06-17,2025-06-18,1
