,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
182,"KR_LV_FB_177_F-VID_R-9x16_EN_25WK02_I-Testimonial_A-Hypnosis_Itr-7_locale_IT | Shed pounds easily | FU: it/fb | FU: Kure | No strict diets, no",KR_LV_FB_177_F-VID_R-9x16_EN_25WK02_I-Testimonial_A-Hypnosis_Itr-7_locale_IT | WK14 – Copy 3,$256,"9,814",2025-04-10,2025-04-14,4
183,"KR_LV_FB_240_F-VID_R-9x16_EN_25WK07_I-SatifyingVidsHooks_A-Hypnosis_Itr-6 | Shed pounds easily | FU: fb | FB: Kure | No strict diets, no",WC | CBO | 1 AS | TOP4 | Broad | Last 7 days | 03.29 Ad set,$255,"5,939",2025-03-29,2025-04-14,16
184,"KR_PG_FB_304_F-IMG_R-1x1_EN_25WK11_I-UIMix_A-NoAlco_Itr-1 | Shed pounds easily | FU: no-alcohol-v1 | FB: Kure | No strict diets, no",No alco interest | UK | No alco |  03.19,$254,"9,681",2025-03-19,2025-04-14,26
185,"KR_MIN_FB_387_F-VID_R-9x16_EN_25WK15_I-NoExercise_UGC-Mix_A-Hypnosis_Itr-3 | Shed pounds easily | FU: fb | FB: Kure | No strict diets, no",KR_MIN_FB_387_F-VID_R-9x16_EN_25WK15_I-NoExercise_UGC-Mix_A-Hypnosis_Itr-3 | WK15 – Copy,$253,"4,963",2025-04-10,2025-04-14,4
186,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-2 - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$253,"2,174",2025-04-08,2025-04-14,6
187,"KR_AS_FB_164_F-VID_R-9x16_EN_24WK53_I-sound_A-Hyponotherapy_Itr-20_local_IT | Shed pounds easily | FU: it/fb | FB: Kure | No strict diets, no",Best interest 25+ | IT | WK13 | 03.30,$252,"14,409",2025-04-04,2025-04-10,6
188,"KR_LV_FB_127_F-VID_R-9x16_EN_24WK49_I-SpecialSale77_A-VGB_Itr-5_local_DE | Shed pounds easily | FU: de/fb | FB: Kure | No strict diets, no",Best interest 25+ | DE | WK13 | 04.02,$252,"4,257",2025-04-02,2025-04-13,11
189,"KR_MIN_FB_228_F-VID_R-9x16_EN_25WK06_I-Sale77_UGC-Courtney_A-VGB_Itr-1 | Shed pounds easily | FU: fb | FB: Kure | No strict diets, no",Best interest 25+ | TOP3 | Last 7 days | 04.05 2 batch,$252,"2,846",2025-04-05,2025-04-14,9
190,KR_LV_FB_157_F-IMG_R-1x1_EN_24WK51_I-MIX_A-NoAlco_Itr-5 | It Only Takes | Make weight management – Copy | FU: no-alcohol-v1 | FB: Kure,NOALCO | No-alcohol-v1 | Broad | TOP4 | 2 batch,$251,"10,415",2025-04-11,2025-04-14,3
191,"KR_LV_FB_252_F-VID_R-9x16_EN_25WK08_I-Beginners_A-VGB_Itr-3 | Shed pounds easily | FU: VGB | FB: Kure | No strict diets, no",WC | CBO | 1 AS | CC45 || EU | Broad | WK07/08 | 02.19 Ad Set,$250,"9,946",2025-02-25,2025-04-14,48
