,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,KR_AS_FB_164_F-VID_R-9x16_EN_24WK53_I-sound_A-Hyponotherapy_Itr-20.mp4,CPA | iOS | AEM | US | 2024-12-10,VIDEO,"$4,827","110,086",2025-03-12,2025-03-26,14
2,"KR_MIN_FB_228_F-VID_R-9x16_EN_25WK06_I-Sale77_UGC-Courtney_A-VGB_Itr-1 | Shed pounds easily | FU: fb | FB: Kure | No strict diets, no",WC | CBO | 1 AS | WW | Broad | Last 7 days | CC55 |  03.08 Ad Set,VIDEO,"$3,173","66,819",2025-03-12,2025-03-22,10
3,KR_AS_FB_160_F-VID_R-9x16_EN_24WK52_I-robohead_Itr-2 | It Only Takes | Make weight management | FU: fb | FB: Kure: Weight Loss Hypnotherapy,BMI 25+ | TOP3 | Last 7 days | 01.31,VIDEO,"$3,073","85,728",2025-03-09,2025-03-27,18
4,KR_AS_FB_160_F-VID_R-9x16_EN_24WK52_I-robohead_Itr-2.mp4,CPA | iOS | AEM | US | 2025-01-07,VIDEO,"$3,058","79,820",2025-02-18,2025-03-26,36
5,"KR_MIN_FB_257_F-VID_R-9x16_EN_25WK08_I-MetaSale_UGC-Courtney_A-Hypnosis_Itr-5 | Shed pounds easily | FU: fb | FB: Kure | No strict diets, no",WC | CBO | 1 AS | WW | Broad | Last 7 days |  03.19,VIDEO,"$3,034","66,583",2025-03-20,2025-03-24,4
6,"KR_MIN_FB_198_F-VID_R-9x16_EN_25WK04_I-SpecialSale77_UGC-Mix_A-Hypnosis_Itr-7 | Shed pounds easily | FU: fb | FB: Kure: Weight Loss Hypnotherapy | No strict diets, no",Best interest 25+ | TOP4 | Last 7 days | 03.08,VIDEO,"$2,865","45,349",2025-03-08,2025-03-27,19
7,"KR_MIN_FB_267_F-VID_R-9x16_EN_25WK09_I-Sale_UGC-Samantha_A-NoAlco_Itr-3 | Shed pounds easily | FU: no-alcohol-v1 | FB: Kure | No strict diets, no",KR_MIN_FB_267_F-VID_R-9x16_EN_25WK09_I-Sale_UGC-Samantha_A-NoAlco_Itr-3 | WK09 – Copy,VIDEO,"$2,404","63,335",2025-02-28,2025-03-21,21
8,"KR_MIN_FB_198_F-VID_R-9x16_EN_25WK04_I-SpecialSale77_UGC-Mix_A-Hypnosis_Itr-7 | Shed pounds easily | FU: fb | FB: Kure: Weight Loss Hypnotherapy | No strict diets, no",WC | CBO | 1 AS | WW | Broad | Last 7 days | CC55 |  03.08 Ad Set,VIDEO,"$2,400","86,249",2025-03-12,2025-03-24,12
9,"KR_LV_FB_269_F-VID_R-9x16_EN_25WK09_I-14_A-NoAlcoBored_template2_combined | Shed pounds easily | FU: no-alcohol-v1 | FB: Kure | No strict diets, no",WC | CBO | 1 AS | WW | Broad | Last 7 days | CC55 |  03.08 Ad Set,SHARE,"$2,329","137,449",2025-03-19,2025-03-22,3
10,KR_AS_FB_164_F-VID_R-9x16_EN_24WK53_I-sound_A-Hyponotherapy_Itr-20.mp4,CPA | iOS | AEM | US | 2025-01-07,VIDEO,"$2,113","42,910",2025-02-18,2025-03-23,33
11,KR_LV_FB_157_F-IMG_R-1x1_EN_24WK51_I-MIX_A-NoAlco_Itr-4 | It Only Takes | Make weight management – Copy | FU: no-alcohol-v1 | FB: Kure,NOALCO | No-alcohol-v1 | Broad 25+ | TOP4 | 2 batch,SHARE,"$2,077","96,505",2025-03-08,2025-03-18,10
12,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-2 - Copy,ASC WL 03.19 Ad set,VIDEO,"$2,074","30,576",2025-03-19,2025-03-27,8
13,KR_LV_FB_157_F-IMG_R-1x1_EN_24WK51_I-MIX_A-NoAlco_Itr-4 | It Only Takes | Make weight management – Copy | FU: no-alcohol-v1 | FB: Kure,WC | CBO | 1 AS | WW | Broad | Last 7 days | CC55 |  03.08 Ad Set,SHARE,"$1,975","201,187",2025-03-12,2025-03-18,6
14,KR_AS_FB_160_F-VID_R-9x16_EN_24WK52_I-robohead_Itr-2.mp4,CPA | iOS | AEM | US | 2024-12-10,VIDEO,"$1,722","48,157",2025-03-10,2025-03-21,11
