,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
37,RH_AK_FB_082_F-IMG_R-1X1_EN_25WK15_P-INO_fbpost_itr-3,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 082_fbpost | W15,$225,"2,350",2025-04-11,2025-04-14,3
38,RH_AK_FB_073_F-IMG_R-1X1_EN_25WK12_P-INO_fbpost_itr-1,WC || US || LP:US || ASC+ || Scale || CC-110 || 02.12,$210,"1,457",2025-04-11,2025-04-14,3
39,RH_AK_FB_082_F-IMG_R-1X1_EN_25WK15_P-INO_fbpost_itr-1,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 082_fbpost | W15,$208,"2,435",2025-04-11,2025-04-13,2
40,RH_AK_FB_018_F-IMG_R-1X1_EN_25WK04_P-CO_fbpost-3 | LP:Colostrum,WC || US || LP:US || ASC+ || Scale || CC-110 || 02.12,$200,"1,891",2025-02-12,2025-04-09,56
41,RH_AK_FB_003_F-IMG_R-1X1_EN_25WK02_P-CO_black_itr-2 | LP:Colostrum,1c | All | 25-65+ | Custom Stack 1,$192,"1,707",2025-02-19,2025-04-14,54
42,RH_AK_FB_077_F-IMG_R-1X1_EN_25WK13_P-INO_avatar_itr-1,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 077_avatar | W13,$175,"1,859",2025-04-07,2025-04-11,4
43,RH_AK_FB_060_F-IMG_R-1X1_EN_25WK11_P-INO_obvi_itr-1,1c | W | 23-65+ | CC-110,$174,"1,891",2025-03-25,2025-04-14,20
44,RH_AK_FB_073_F-IMG_R-1X1_EN_25WK12_P-INO_fbpost_itr-1,1c | All | 25-65+ | CC-125,$173,"1,537",2025-04-11,2025-04-14,3
45,RH_AK_FB_018_F-IMG_R-1X1_EN_25WK04_P-CO_fbpost-3 | LP:Colostrum,1c | All | 25-65+ | CC-125,$168,"1,394",2025-01-30,2025-04-09,69
46,RH_AK_FB_060_F-IMG_R-1X1_EN_25WK11_P-INO_obvi_itr-1,1c | W | 23-65+ | Autobid,$163,"2,329",2025-03-25,2025-04-14,20
47,RH_AK_FB_073_F-IMG_R-1X1_EN_25WK12_P-INO_fbpost_itr-1,1c | W | 23-65+ | CC-110,$162,"1,671",2025-04-11,2025-04-14,3
48,RH_CHUB-KZ_FB_081_F-VID_R-9x16_EN_25WK13_P-INO_I-UGCStickyNotesStory_Itr-3,WC | US | LP:US INOSITOL | All | 23-65+ | 1c | 081_UGCstickerstory | W14,$154,914,2025-04-09,2025-04-11,2
