,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,RH_AK_FB_129_F-IMG_R-1X1_EN_25WK24_P-MENO_fbpost_itr-1,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 129_fbpost | W24,SHARE,$828,"6,246",2025-06-12,2025-06-25,13
2,RH-INO_CHUB_12.30_FBPOST-OPTI_just-black_1x1_4 | LP:Colostrum,1c | All | 25-65+ | CC-115,SHARE,$817,"13,269",2025-01-18,2025-06-25,158
3,RH_AK_FB_126_F-IMG_R-1X1_EN_25WK24_P-MENO_stuck_itr-1,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 126_stuck | W24,SHARE,$810,"5,470",2025-06-15,2025-06-23,8
4,RH_AK_FB_059_F-IMG_R-1X1_EN_25WK11_P-INO_body_itr-3,1c | All | 25-65+ | Custom Stack 1,SHARE,$652,"5,078",2025-03-25,2025-06-20,87
5,RH_AK_FB_060_F-IMG_R-1X1_EN_25WK11_P-CO_obvi_itr-3,CB buyers 4-5% | A+ | 1c | 25+,SHARE,$652,"5,935",2025-04-23,2025-06-25,63
6,RH_AK_FB_074_F-IMG_R-1X1_EN_25WK12_P-INO_fbpost_itr-1,1c | W | 23-65+ | CC-110,SHARE,$495,"4,393",2025-04-11,2025-06-25,75
7,RH_AK_FB_121_F-IMG_R-1X1_EN_25WK24_P-CO_copy_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 121_copy | W24,SHARE,$480,"3,682",2025-06-16,2025-06-25,9
8,RH_AK_FB_120_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 120_fbpost | W24,SHARE,$459,"2,450",2025-06-17,2025-06-25,8
9,RH_AK_FB_093_F-IMG_R-9X16_EN_25WK16_P-INO_fbpost_itr-1,1c | All | 25-65+ | CC-125,SHARE,$390,"4,342",2025-05-04,2025-06-20,47
10,RH_AK_FB_121_F-IMG_R-1X1_EN_25WK24_P-CO_copy_itr-3,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 121_copy | W24,SHARE,$339,"2,744",2025-06-16,2025-06-25,9
11,RH_AK_FB_122_F-IMG_R-1X1_EN_25WK24_P-CO_50lbs_itr-3,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 122_50lbs | W24,SHARE,$335,"2,422",2025-06-15,2025-06-19,4
12,RH_AK_FB_130_F-IMG_R-1X1_EN_25WK25_P-CO_blog_inflammation-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 130_blog_inflammation | W25,SHARE,$326,"1,809",2025-06-20,2025-06-25,5
13,RH_AK_FB_060_F-IMG_R-1X1_EN_25WK11_P-INO_obvi_itr-1,1c | All | 25-65+ | CC-125,SHARE,$325,"2,256",2025-03-25,2025-06-20,87
14,RH_AK_FB_138_F-VID_R-9X16_EN_25WK25_P-CO_ozempce_itr-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 138_VID_ozempce | W25,VIDEO,$315,"3,502",2025-06-20,2025-06-23,3
15,RH_AK_FB_135_F-IMG_R-1X1_EN_25WK25_P-CO_others-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 135_others | W25,SHARE,$307,"2,900",2025-06-20,2025-06-25,5
16,RH_AK_FB_083_F-IMG_R-1X1_EN_25WK15_P-INO_bodyparts_itr-2,1c | All | 25-65+ | CC-115,SHARE,$289,"2,722",2025-04-16,2025-06-25,70
17,RH_AK_FB_119_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 119_fbpost | W24,SHARE,$270,"2,003",2025-06-17,2025-06-22,5
18,RH_AK_FB_131_F-IMG_R-1X1_EN_25WK25_P-CO_fbpost-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 131_fbpost | W25,SHARE,$254,"1,592",2025-06-20,2025-06-25,5
19,RH_AK_FB_125_F-IMG_R-1X1_EN_25WK24_P-MENO_copyfb_itr-3,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 125_copyfb | W24,SHARE,$240,"2,220",2025-06-16,2025-06-20,4
20,RH_AK_FB_127_F-IMG_R-1X1_EN_25WK24_P-MENO_40lbs_itr-2,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 127_40lbs | W24,SHARE,$236,"1,760",2025-06-14,2025-06-19,5
21,RH_AK_FB_125_F-IMG_R-1X1_EN_25WK24_P-MENO_copyfb_itr-2,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 125_copyfb | W24,SHARE,$233,"1,512",2025-06-16,2025-06-18,2
22,RH_AK_FB_128_F-IMG_R-1X1_EN_25WK24_P-MENO_1month_itr-3,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 128_1month | W24,SHARE,$230,"2,117",2025-06-13,2025-06-18,5
23,RH_AK_FB_119_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 119_fbpost | W24,SHARE,$229,"1,873",2025-06-17,2025-06-25,8
24,RH_AK_FB_119_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-3,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 119_fbpost | W24,SHARE,$228,"2,026",2025-06-17,2025-06-20,3
25,RH_AK_FB_118_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 118_fbpost | W24,SHARE,$224,"1,634",2025-06-12,2025-06-18,6
26,RH_AK_FB_123_F-IMG_R-1X1_EN_25WK24_P-CO_blackpost_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 123_blackpost | W24,SHARE,$215,"1,945",2025-06-14,2025-06-18,4
27,RH_AK_FB_080_F-IMG_R-1X1_EN_25WK13_P-INO_fbpostcolor-3,1c | W | 23-65+ | CC-110,SHARE,$212,"2,793",2025-04-22,2025-06-24,63
28,RH_AK_FB_003_F-IMG_R-1X1_EN_25WK02_P-CO_black_itr-2 | LP:Colostrum,CB buyers 4-5% | A+ | 1c | 25+,SHARE,$204,"2,543",2025-02-19,2025-06-25,126
29,RH_AK_FB_120_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-3,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 120_fbpost | W24,SHARE,$202,"1,267",2025-06-17,2025-06-19,2
30,RH_AK_FB_132_F-IMG_R-1X1_EN_25WK25_P-CO_newcopy-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 132_newcopy | W25,SHARE,$178,"1,354",2025-06-20,2025-06-24,4
31,RH_AK_FB_127_F-IMG_R-1X1_EN_25WK24_P-MENO_40lbs_itr-3,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 127_40lbs | W24,SHARE,$174,"1,256",2025-06-14,2025-06-20,6
32,RH_AK_FB_137_F-IMG_R-1X1_EN_25WK25_P-CO_didn_t-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 137_didn_t | W25,SHARE,$173,"2,034",2025-06-20,2025-06-25,5
33,RH_AK_FB_128_F-IMG_R-1X1_EN_25WK24_P-MENO_1month_itr-2,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 128_1month | W24,SHARE,$165,"1,535",2025-06-13,2025-06-19,6
34,RH_AK_FB_136_F-VID_R-9X16_EN_25WK25_P-CO_fixed-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 136_vid_fixed | W25,VIDEO,$157,"1,019",2025-06-20,2025-06-25,5
35,RH_AK_FB_124_F-IMG_R-1X1_EN_25WK24_P-CO_thigh_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 124_thigh | W24,SHARE,$156,"1,066",2025-06-13,2025-06-17,4
36,RH_AK_FB_095_F-IMG_R-1X1_EN_25WK17_P-INO_body_itr-2,1c | All | 25-65+ | Custom Stack 1,SHARE,$151,"2,074",2025-05-04,2025-06-19,46
37,RH_AK_FB_134_F-IMG_R-1X1_EN_25WK25_P-CO_10benefits-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 134_10benefits | W25,SHARE,$149,"1,726",2025-06-20,2025-06-25,5
38,RH_AK_FB_116_F-IMG_R-1X1_EN_25WK23_P-CO_testi_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 116_testi | W23,SHARE,$147,"1,056",2025-06-04,2025-06-17,13
39,RH_AK_FB_122_F-IMG_R-1X1_EN_25WK24_P-CO_50lbs_itr-2,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 122_50lbs | W24,SHARE,$147,832,2025-06-15,2025-06-20,5
40,RH_AK_FB_134_F-IMG_R-1X1_EN_25WK25_P-CO_10benefits-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 134_10benefits | W25,SHARE,$146,"1,268",2025-06-20,2025-06-22,2
41,RH_AK_FB_139_F-VID_R-9X16_EN_25WK25_P-CO_guthealth_itr-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 139_VID_guthealth | W25,VIDEO,$139,808,2025-06-20,2025-06-23,3
42,RH_AK_FB_045_F-VID_R-9X16_EN_25WK08_P-CO_fbpost-1,1c | W | 23-65+ | CC-110,SHARE,$137,"1,368",2025-03-10,2025-06-25,107
43,RH_AK_FB_136_F-VID_R-9X16_EN_25WK25_P-CO_fixed-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 136_vid_fixed | W25,VIDEO,$134,590,2025-06-20,2025-06-22,2
44,RH_AK_FB_125_F-IMG_R-1X1_EN_25WK24_P-MENO_copyfb_itr-1,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 125_copyfb | W24,SHARE,$128,913,2025-06-16,2025-06-21,5
45,RH_AK_FB_133_F-IMG_R-1X1_EN_25WK25_P-CO_newpost-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 133_newpost | W25,SHARE,$126,560,2025-06-20,2025-06-22,2
46,RH_AK_FB_127_F-IMG_R-1X1_EN_25WK24_P-MENO_40lbs_itr-1,WC | US | LP:US MENOPAUSAL | W | 23-65+ | 1c | 127_40lbs | W24,SHARE,$123,955,2025-06-14,2025-06-17,3
47,RH_AK_FB_132_F-IMG_R-1X1_EN_25WK25_P-CO_newcopy-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 132_newcopy | W25,SHARE,$122,"1,382",2025-06-20,2025-06-22,2
48,RH_AK_FB_139_F-VID_R-9X16_EN_25WK25_P-CO_guthealth_itr-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 139_VID_guthealth | W25,VIDEO,$116,888,2025-06-20,2025-06-24,4
49,RH_AK_FB_133_F-IMG_R-1X1_EN_25WK25_P-CO_newpost-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 133_newpost | W25,SHARE,$107,670,2025-06-20,2025-06-23,3
50,RH_AK_FB_123_F-IMG_R-1X1_EN_25WK24_P-CO_blackpost_itr-3,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 123_blackpost | W24,SHARE,$107,849,2025-06-14,2025-06-19,5
51,RH_AK_FB_133_F-IMG_R-1X1_EN_25WK25_P-CO_newpost-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 133_newpost | W25,SHARE,$107,619,2025-06-20,2025-06-25,5
52,RH_AK_FB_089_F-IMG_R-9X16_EN_25WK16_P-INO_bodyparts_itr-3,1c | All | 25-65+ | Custom Stack 1,SHARE,$105,657,2025-05-04,2025-06-17,44
53,RH_AK_FB_137_F-IMG_R-1X1_EN_25WK25_P-CO_didn_t-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 137_didn_t | W25,SHARE,$104,929,2025-06-20,2025-06-25,5
54,RH_AK_FB_139_F-VID_R-9X16_EN_25WK25_P-CO_guthealth_itr-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 139_VID_guthealth | W25,VIDEO,$100,438,2025-06-20,2025-06-24,4
55,RH_AK_FB_023_F-IMG_R-1X1_EN_25WK05_P-CO_black-1,1c | W | 23-65+ | CC-110,SHARE,$88,"1,167",2025-03-10,2025-06-25,107
56,RH_AK_FB_120_F-IMG_R-1X1_EN_25WK24_P-CO_fbpost_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 120_fbpost | W24,SHARE,$86,465,2025-06-17,2025-06-24,7
57,RH_AK_FB_045_F-VID_R-9X16_EN_25WK08_P-CO_fbpost-1,1c | All | 25-65+ | CC-125,SHARE,$77,745,2025-03-05,2025-06-25,112
58,RH_AK_FB_137_F-IMG_R-1X1_EN_25WK25_P-CO_didn_t-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 137_didn_t | W25,SHARE,$64,449,2025-06-20,2025-06-25,5
59,RH_AK_FB_131_F-IMG_R-1X1_EN_25WK25_P-CO_fbpost-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 131_fbpost | W25,SHARE,$51,403,2025-06-20,2025-06-24,4
60,RH_AK_FB_136_F-VID_R-9X16_EN_25WK25_P-CO_fixed-3,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 136_vid_fixed | W25,VIDEO,$46,302,2025-06-20,2025-06-24,4
61,RH_AK_FB_123_F-IMG_R-1X1_EN_25WK24_P-CO_blackpost_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 123_blackpost | W24,SHARE,$42,421,2025-06-14,2025-06-18,4
62,RH_AK_FB_132_F-IMG_R-1X1_EN_25WK25_P-CO_newcopy-1,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 132_newcopy | W25,SHARE,$36,207,2025-06-20,2025-06-25,5
63,RH_AK_FB_080_F-IMG_R-1X1_EN_25WK13_P-INO_fbpostcolor-3,1c | All | 25-65+ | CC-125,SHARE,$35,708,2025-04-22,2025-06-20,59
64,RH_AK_FB_121_F-IMG_R-1X1_EN_25WK24_P-CO_copy_itr-1,WC | US | LP:US COLOSTRUM | W | 23-65+ | 1c | 121_copy | W24,SHARE,$34,295,2025-06-16,2025-06-24,8
65,RH_AK_FB_134_F-IMG_R-1X1_EN_25WK25_P-CO_10benefits-2,WC | US | LP:US COLOSTRUM | All | 23-65+ | 1c | 134_10benefits | W25,SHARE,$29,319,2025-06-20,2025-06-25,5
