,Ad Name,Adset Name,Creative Type,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
1,HH_MIN_FB_1_F-VID_R-9x16_EN_25WK06_Itr-2.mp4,CPA | iOS | US | Purchase | AEM | ABO | 2025-02-24,VIDEO,$235,"4,261",2025-02-24,2025-02-27,3
2,HH_LV_002_LV_F-25WK06_IMG_R-1x1_EN_25WK06_I-Look25WK06_Ing_A-Age.jpg,CPA | iOS | US | Purchase | AEM | ABO | 2025-02-24,SHARE,$140,"3,788",2025-02-24,2025-02-28,4
3,HH_LV_002_LV_F-25WK06_IMG_R-4x5_EN_25WK06_I-Recommended_A-Age.jpg,CPA | iOS | US | Purchase | AEM | ABO | 2025-02-24,SHARE,$137,"5,270",2025-02-24,2025-03-03,7
4,HH_MIN_FB_7_F-VID_R-9x16_EN_25WK08_Itr-1 - Copy,ASC Ad set,VIDEO,$137,"3,919",2025-02-20,2025-03-22,30
5,HH_MIN_FB_12_F-VID_R-9x16_EN_25WK08_Itr-4,LongCopy 02/21 2,VIDEO,$135,"2,503",2025-02-21,2025-02-26,5
6,HH_MIN_FB_16_F-VID_R-9x16_EN_25WK09_Itr-4,Menopause vid,VIDEO,$127,"2,914",2025-02-26,2025-03-01,3
7,HH_017_MIM_F-VID_R-9x16_EN_I-Mix_A-Sleep_Itr-3,Mix A-Sleep,VIDEO,$89,"1,923",2025-02-26,2025-02-28,2
8,HH_MIN_FB_16_F-VID_R-9x16_EN_25WK09_Itr-5,Menopause vid,VIDEO,$70,"1,699",2025-02-26,2025-03-01,3
9,KR_LV_FB_020_R-9x16_EN_25WK09_A-HypnoDelay_template3_video.mp4,Symptoms - Template3,VIDEO,$58,"1,144",2025-03-01,2025-03-03,2
10,HH_MIN_FB_1_F-VID_R-9x16_EN_25WK06_Itr-1.mp4,CPA | iOS | US | Purchase | AEM | ABO | 2025-02-24,VIDEO,$56,"1,322",2025-02-24,2025-03-04,8
11,KR_LV_FB_020_R-9x16_EN_25WK09_A-HypnoDelay_template1left_video.mp4,Symptoms - Template1,VIDEO,$50,"1,026",2025-03-01,2025-03-02,1
12,HH_MIN_FB_12_F-VID_R-9x16_EN_25WK08_Itr-6,LongCopy 02/21 2,VIDEO,$49,"1,111",2025-02-21,2025-02-26,5
13,HH_MIN_FB_1_F-VID_R-9x16_EN_25WK06_Itr-2.mp4,CPA | iOS | US | AEM | ABO | 2025-02-17,VIDEO,$47,"2,222",2025-02-17,2025-02-24,7
14,HH_MIN_FB_3_F-VID_R-9x16_EN_25WK06_Itr-3 - Copy,top 3 w 40-60,VIDEO,$47,"1,197",2025-02-19,2025-02-26,7
15,HH_018_PG_F-VID_R-9x16_EN_I-Menopause_A-Menopause_Itr-4,Menopause vid 1,VIDEO,$44,717,2025-02-28,2025-03-02,2
16,HH_MIN_FB_19_F-IMG_R-9x16_EN_25WK09_Itr-6,05. Research,SHARE,$41,736,2025-02-28,2025-03-03,3
17,KR_LV_FB_020_R-9x16_EN_25WK09_A-HypnoDelay_template4_combined.png,Symptoms - Template4,SHARE,$39,914,2025-03-01,2025-03-03,2
