,Ad Name,Adset Name,Spend In USD,Impressions,First Ad Spend Date,Last Ad Spend Date,Days ad spending
53,HH_MIN_FB_047_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Physical exercise (fitness),$22,398,2025-04-11,2025-04-12,1
54,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-2 - Copy 3,Running (sport),$22,360,2025-04-11,2025-04-14,3
55,HH_MIN_FB_047_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Physical fitness (fitness),$21,461,2025-04-11,2025-04-12,1
56,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers w 40-60 - Copy 2,$18,361,2025-04-04,2025-04-14,10
57,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,All weight loss intent Buyers w 40-60 - Copy 2,$16,177,2025-04-04,2025-04-14,10
58,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Broad | B1,$15,114,2025-04-11,2025-04-14,3
59,KR_MIN_FB_035_F-IMG_R-1x1_EN_25WK12_I-Sadness_A-WL_Itr-6 - Copy,Broad | B3,$13,174,2025-04-11,2025-04-14,3
60,HH_MIN_FB_7_F-VID_R-9x16_EN_25WK08_Itr-1 - Copy 2,Broad | B1,$12,243,2025-04-11,2025-04-14,3
61,KR_MIN_FB_035_F-IMG_R-1x1_EN_25WK12_I-Sadness_A-WL_Itr-6 - Copy,All weight loss intent Buyers | B3,$11,103,2025-04-11,2025-04-14,3
62,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Running (sport),$11,248,2025-04-11,2025-04-14,3
63,KR_MIN_FB_035_F-IMG_R-1x1_EN_25WK12_I-Sadness_A-WL_Itr-6 - Copy,ASC WL 04.01 Ad set,$10,347,2025-04-01,2025-04-11,10
64,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$10,191,2025-04-04,2025-04-08,4
65,HH_MIN_FB_026_F-VID_R-4x5_EN_25WK11_A-WL_Itr-3 - Copy,Broad | B2,$9,112,2025-04-11,2025-04-14,3
66,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers | B1,$9,64,2025-04-11,2025-04-14,3
67,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Jogging (running),$9,147,2025-04-11,2025-04-12,1
68,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Physical exercise (fitness),$6,152,2025-04-11,2025-04-12,1
69,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers w 40-60 - Copy 2,$6,103,2025-04-04,2025-04-14,10
70,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Health & wellness (personal care),$6,100,2025-04-11,2025-04-12,1
71,HH_MIN_FB_7_F-VID_R-9x16_EN_25WK08_Itr-1 - Copy 2,All weight loss intent Buyers | B1,$6,70,2025-04-11,2025-04-14,3
72,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Physical fitness (fitness),$6,98,2025-04-11,2025-04-12,1
73,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,kure interests mashup,$5,144,2025-04-08,2025-04-10,2
74,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$5,111,2025-04-04,2025-04-08,4
75,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,All weight loss intent BMI25+ Buyers,$5,26,2025-04-08,2025-04-10,2
76,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Non Buyers w 40-60 - Copy,$4,90,2025-04-05,2025-04-09,4
77,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,LLA 5% All weight loss intent Buyers,$4,107,2025-04-11,2025-04-14,3
78,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,LLA 10% All weight loss intent Buyers,$4,112,2025-04-11,2025-04-14,3
79,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,LLA 10% All weight loss intent Buyers,$4,56,2025-04-11,2025-04-14,3
80,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,All weight loss intent Buyers w 40-60 - Copy 2,$4,69,2025-04-04,2025-04-14,10
81,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$4,22,2025-04-09,2025-04-13,4
82,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$4,32,2025-04-09,2025-04-13,4
83,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$3,45,2025-04-09,2025-04-14,5
84,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,LLA 5% All weight loss intent Buyers,$3,76,2025-04-11,2025-04-14,3
85,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,All weight loss intent BMI25+ Non Buyers w 40-60 - Copy,$3,41,2025-04-04,2025-04-09,5
86,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,All weight loss intent BMI25+ Buyers,$3,55,2025-04-08,2025-04-10,2
87,HH_MIN_FB_026_F-VID_R-4x5_EN_25WK11_A-WL_Itr-3 - Copy,All weight loss intent Buyers | B2,$3,24,2025-04-11,2025-04-14,3
88,KR_MIN_FB_035_F-IMG_R-1x1_EN_25WK12_I-Hopelessness_A-WL_Itr-3 - Copy,Broad | B3,$3,35,2025-04-11,2025-04-14,3
89,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Buyers,$3,51,2025-04-08,2025-04-10,2
90,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$2,23,2025-04-04,2025-04-08,4
91,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5%) - HH buyers 04.08",$2,22,2025-04-08,2025-04-09,1
92,HH_MIN_FB_044_F-VID_R-4x5_EN_25WK14_I-Still_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,ASC WL 04.01 Ad set,$2,69,2025-04-07,2025-04-10,3
93,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$2,47,2025-04-04,2025-04-08,4
94,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,kure interests mashup,$2,20,2025-04-08,2025-04-10,2
95,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,ASC WL 04.01 Ad set,$2,44,2025-04-01,2025-04-11,10
96,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,Broad | B3,$2,6,2025-04-11,2025-04-13,2
97,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Buyers,$2,22,2025-04-08,2025-04-10,2
98,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers | B3,$2,5,2025-04-11,2025-04-11,0
99,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Marathons (running event),$2,12,2025-04-11,2025-04-14,3
100,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,kure interests mashup,$1,40,2025-04-08,2025-04-10,2
101,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Jogging (running),$1,8,2025-04-11,2025-04-12,1
102,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Marathons (running event),$1,17,2025-04-11,2025-04-13,2
103,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers w 40-60 - Copy 2,$1,38,2025-04-04,2025-04-14,10
104,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,All weight loss intent Buyers | B1,$1,4,2025-04-11,2025-04-14,3
105,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Physical fitness (fitness),$1,14,2025-04-11,2025-04-12,1
106,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Broad | B2,$1,6,2025-04-11,2025-04-12,1
107,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Broad | B1,$1,8,2025-04-11,2025-04-14,3
108,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Health & wellness (personal care),$1,9,2025-04-11,2025-04-12,1
109,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,All weight loss intent BMI25+ Non Buyers w 40-60 - Copy,$1,18,2025-04-04,2025-04-08,4
110,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,kure interests mashup,$1,19,2025-04-08,2025-04-10,2
111,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Running (sport),$1,11,2025-04-11,2025-04-13,2
112,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$1,13,2025-04-08,2025-04-13,5
113,KR_MIN_FB_035_F-IMG_R-1x1_EN_25WK12_I-Hopelessness_A-WL_Itr-3 - Copy,All weight loss intent Buyers | B3,$1,16,2025-04-11,2025-04-13,2
114,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,"Lookalike (US, 5% to 10%) - HH buyers 04.08",$1,18,2025-04-09,2025-04-14,5
115,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Non Buyers w 40-60 - Copy,$1,20,2025-04-05,2025-04-09,4
116,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy,ASC WL 04.01 Ad set,$1,8,2025-04-01,2025-04-11,10
117,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,kure interests mashup,$0,16,2025-04-08,2025-04-10,2
118,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Physical exercise (fitness),$0,7,2025-04-11,2025-04-12,1
119,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Physical exercise (fitness),$0,18,2025-04-11,2025-04-12,1
120,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Running (sport),$0,9,2025-04-11,2025-04-13,2
121,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Jogging (running),$0,4,2025-04-11,2025-04-12,1
122,HH_MIN_FB_024_F-IMG_R-1x1_EN_25WK10_Itr-3 - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$0,6,2025-04-04,2025-04-07,3
123,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,ASC WL 04.01 Ad set,$0,5,2025-04-01,2025-04-11,10
124,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Buyers,$0,6,2025-04-08,2025-04-10,2
125,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 3,Physical fitness (fitness),$0,5,2025-04-11,2025-04-12,1
126,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Non Buyers w 40-60 - Copy 3,$0,11,2025-04-04,2025-04-08,4
127,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent BMI25+ Non Buyers w 40-60 - Copy,$0,10,2025-04-05,2025-04-09,4
128,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-1 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5%) - HH buyers 04.08",$0,3,2025-04-08,2025-04-09,1
129,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,Broad | B1,$0,3,2025-04-12,2025-04-14,2
130,HH_LV_FB_038_F-VID_R-9x16_EN_25WK13_New_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,"Lookalike (US, 5%) - HH buyers 04.08",$0,5,2025-04-08,2025-04-08,0
131,KR_MIN_FB_037_F-IMG_R-1x1_EN_25WK13_A-WL_Itr-2 | Menopause Weight Gain | Struggling with weight gain - Copy,All weight loss intent Buyers | B2,$0,5,2025-04-11,2025-04-14,3
132,HH_MIN_FB_023_F-VID_R-4x5_EN_25WK10_Itr-1 - Copy 2,Health & wellness (personal care),$0,2,2025-04-12,2025-04-12,0
